Key,name,value
Case Documents:,U.S. v. Parker-Hannifin Corp.,Complaint
Case Open Date:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,"Friday, July 7, 2017"
Case Name:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,United States v. Parker-Hannifin Corp. and CLARCOR Inc.
Case Type:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,Civil Merger
Case Violation:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,Horizontal Merger
Case Violation:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,Monopolization
Market:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,"Filter and Strainer assemblies (containment or housing devices), with or without filter element installed, for fluids other than water, excluding parts and accessories and fluid power."
Industry Code:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,All Other Miscellaneous General Purpose Machinery Manufacturing
Industry Code:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,Other Motor Vehicle Parts Manufacturing
Component:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,Antitrust Division
Case Documents:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,Modified Final Judgment
Case Documents:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,Unopposed Motion and Memorandum of the United States in Support of Entry of Modified Proposed Final Judgment
Case Documents:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,Modified [Proposed] Final Judgment
Case Documents:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,Certificate of Compliance with Antitrust Procedures and Penalties Act
Case Documents:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,Competitive Impact Statement
Case Documents:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,United States' Explanation of Consent Decree Procedures
Case Documents:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,[Proposed] Order Stipulating to Modification of Order to Preserve and Maintain Assets
Case Documents:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,[Proposed] Final Judgment
Case Documents:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,Joint Stipulated Protective Order
Case Documents:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,Stipulation and Order to Preserve and Maintain Assets
Case Documents:,U.S. v. Parker-Hannifin Corp. and CLARCOR Inc.,Complaint
Case Open Date:,"U.S. v. Parker-Hannifin Corp. and Purolater, Inc.","Tuesday, April 27, 1971"
Case Name:,"U.S. v. Parker-Hannifin Corp. and Purolater, Inc.","United States v. Parker-Hannifin Corp. and Purolater, Inc."
Case Type:,"U.S. v. Parker-Hannifin Corp. and Purolater, Inc.",Civil Merger
Case Violation:,"U.S. v. Parker-Hannifin Corp. and Purolater, Inc.",Horizontal Merger
Case Violation:,"U.S. v. Parker-Hannifin Corp. and Purolater, Inc.",Miscellaneous
Case Violation:,"U.S. v. Parker-Hannifin Corp. and Purolater, Inc.",Vertical Merger
Market:,"U.S. v. Parker-Hannifin Corp. and Purolater, Inc.",Fuel system components and in flight fueling system components for military aircrafts
Industry Code:,"U.S. v. Parker-Hannifin Corp. and Purolater, Inc.","Aircraft Equipment, NEC"
Industry Code:,"U.S. v. Parker-Hannifin Corp. and Purolater, Inc.",Other Aircraft Parts and Auxiliary Equipment Manufacturing
Component:,"U.S. v. Parker-Hannifin Corp. and Purolater, Inc.",Antitrust Division
Case Documents:,"U.S. v. Parker-Hannifin Corp. and Purolater, Inc.",Complaint
Case Open Date:,U.S. v. Parker ITR S.R.L.,"Tuesday, February 16, 2010"
Case Name:,U.S. v. Parker ITR S.R.L.,United States v. Parker ITR S.r.l.
Case Type:,U.S. v. Parker ITR S.R.L.,Criminal
Case Violation:,U.S. v. Parker ITR S.R.L.,Bid Rigging
Case Violation:,U.S. v. Parker ITR S.R.L.,"Customer, Territorial or Market Allocation - Horizontal"
Case Violation:,U.S. v. Parker ITR S.R.L.,Price Fixing - Horizontal
Market:,U.S. v. Parker ITR S.R.L.,Marine hose
Industry Code:,U.S. v. Parker ITR S.R.L.,Rubber and Plastics Hoses and Belting Manufacturing
Component:,U.S. v. Parker ITR S.R.L.,Antitrust Division
Case Documents:,U.S. v. Parker ITR S.R.L.,Plea Agreement
Case Documents:,U.S. v. Parker ITR S.R.L.,Criminal Information
Case Open Date:,U.S. v. Lisa Parvin,"Wednesday, September 23, 1998"
Case Name:,U.S. v. Lisa Parvin,United States v. Lisa Parvin
Case Type:,U.S. v. Lisa Parvin,Criminal
Case Violation:,U.S. v. Lisa Parvin,Bid Rigging
Market:,U.S. v. Lisa Parvin,REAL ESTATE FORECLOSURE
Industry Code:,U.S. v. Lisa Parvin,Real Estate Agents & Managers
Component:,U.S. v. Lisa Parvin,Antitrust Division
Case Documents:,U.S. v. Lisa Parvin,Information
Case Open Date:,"U.S. v. Patriot Services, Inc.","Friday, July 17, 2009"
Case Name:,"U.S. v. Patriot Services, Inc.","United States v. Patriot Services, Inc. and Stephanie D. Blackmon"
Case Type:,"U.S. v. Patriot Services, Inc.",Criminal
Case Violation:,"U.S. v. Patriot Services, Inc.","False statements and overvaluation of securties to obtain money, property or anything of value"
Market:,"U.S. v. Patriot Services, Inc.",Temporary staffing services to United States Government agencies and departments
Industry Code:,"U.S. v. Patriot Services, Inc.",Facilities Support Services
Component:,"U.S. v. Patriot Services, Inc.",Antitrust Division
Case Documents:,"U.S. v. Patriot Services, Inc.",Plea Agreement
Case Documents:,"U.S. v. Patriot Services, Inc.",Information
Case Open Date:,"U.S. v. Patriot Services, Inc. and Stephanie D. Blackmon","Friday, July 17, 2009"
Case Name:,"U.S. v. Patriot Services, Inc. and Stephanie D. Blackmon","United States v. Patriot Services, Inc. and Stephanie D. Blackmon"
Case Type:,"U.S. v. Patriot Services, Inc. and Stephanie D. Blackmon",Criminal
Case Violation:,"U.S. v. Patriot Services, Inc. and Stephanie D. Blackmon","False statements and overvaluation of securties to obtain money, property or anything of value"
Market:,"U.S. v. Patriot Services, Inc. and Stephanie D. Blackmon",Temporary staffing services to United States Government agencies and departments
Industry Code:,"U.S. v. Patriot Services, Inc. and Stephanie D. Blackmon",Facilities Support Services
Component:,"U.S. v. Patriot Services, Inc. and Stephanie D. Blackmon",Antitrust Division
Case Documents:,"U.S. v. Patriot Services, Inc. and Stephanie D. Blackmon",Plea Agreement
Case Documents:,"U.S. v. Patriot Services, Inc. and Stephanie D. Blackmon",Information
Case Open Date:,U.S. v. Charles Patton,"Thursday, June 18, 2009"
Case Name:,U.S. v. Charles Patton,United States v. Charles Patton
Case Type:,U.S. v. Charles Patton,Criminal
Case Violation:,U.S. v. Charles Patton,Criminal Forfeiture.
Case Violation:,U.S. v. Charles Patton,Fines Penalties and Forfeitures Mode of Recovery
Case Violation:,U.S. v. Charles Patton,"Sale/Receipt of Stolen Goods, etc."
Market:,U.S. v. Charles Patton,General Warehousing and Storage
Component:,U.S. v. Charles Patton,Antitrust Division
Case Documents:,U.S. v. Charles Patton,Plea Agreement
Case Documents:,U.S. v. Charles Patton,Information
Case Open Date:,U.S. v. Frank Peake,"Wednesday, January 22, 2014"
Case Name:,U.S. v. Frank Peake,United States v. Frank Peake
Case Type:,U.S. v. Frank Peake,Criminal
Industry Code:,U.S. v. Frank Peake,Coastal and Great Lakes Freight Transportation
Component:,U.S. v. Frank Peake,Antitrust Division
Case Documents:,U.S. v. Frank Peake,Brief for the United States of America
Case Documents:,U.S. v. Frank Peake,Brief for the United States in Opposition
Case Documents:,U.S. v. Frank Peake,Indictment
Case Open Date:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,"Thursday, January 24, 2008"
Case Name:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,"United States v. Pearson plc, Pearson Education Inc., Reed Elsevier PLC, Reed Elsevier NV, Harcourt Assessment Inc."
Case Type:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,Civil Merger
Case Violation:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,Horizontal Merger
Market:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,Adaptive Behavior Clinical Tests|Adult Abnormal Personality Clinical Tests|Speech and Language Clinical Tests
Industry Code:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,All Other Miscellaneous Schools and Instruction
Industry Code:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,All Other Schools and Instruction
Industry Code:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,Book Publishers
Industry Code:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,Educational Support Services
Industry Code:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,Internet Publishing and Broadcasting
Component:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,Antitrust Division
Case Documents:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,Final Judgment
Case Documents:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,Motion and Memorandum of the United States in Support of Entry of Final Judgment
Case Documents:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,Certificate of Compliance with Provisions of the Antitrust Procedures and Penalties Act
Case Documents:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,Certificate of Service
Case Documents:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,Competitive Impact Statement
Case Documents:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,[Proposed] Final Judgment
Case Documents:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,Hold Separate Stipulation and [Proposed] Order
Case Documents:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,Plaintiff United States' Explanation of Consent Decree Procedures
Case Documents:,U.S. v. Pearson PLC; Pearson Education Inc.; Reed Elsevier PLC; Reed Elsevier NV; and Harcourt Assessment Inc.,Complaint
Case Open Date:,U.S. v. Pearson PLC; Pearson Inc.; and Viacom International Inc.,"Monday, November 23, 1998"
Case Name:,U.S. v. Pearson PLC; Pearson Inc.; and Viacom International Inc.,"United States v. Pearson plc, Pearson Inc., and Viacom International Inc."
Case Type:,U.S. v. Pearson PLC; Pearson Inc.; and Viacom International Inc.,Civil Merger
Case Violation:,U.S. v. Pearson PLC; Pearson Inc.; and Viacom International Inc.,Horizontal Merger
Market:,U.S. v. Pearson PLC; Pearson Inc.; and Viacom International Inc.,elementary and college TEXTBOOK PUBLISHING
Industry Code:,U.S. v. Pearson PLC; Pearson Inc.; and Viacom International Inc.,Book Publishers
Industry Code:,U.S. v. Pearson PLC; Pearson Inc.; and Viacom International Inc.,Book Publishing
Component:,U.S. v. Pearson PLC; Pearson Inc.; and Viacom International Inc.,Antitrust Division
Case Documents:,U.S. v. Pearson PLC; Pearson Inc.; and Viacom International Inc.,Final Judgment
Case Documents:,U.S. v. Pearson PLC; Pearson Inc.; and Viacom International Inc.,Competitive Impact Statement
Case Documents:,U.S. v. Pearson PLC; Pearson Inc.; and Viacom International Inc.,[Proposed] Final Judgment
Case Documents:,U.S. v. Pearson PLC; Pearson Inc.; and Viacom International Inc.,Stipulation and Order
Case Documents:,U.S. v. Pearson PLC; Pearson Inc.; and Viacom International Inc.,Complaint
Case Open Date:,"U.S. v. Peck & Hale, LLC","Wednesday, March 26, 2008"
Case Name:,"U.S. v. Peck & Hale, LLC","United States v. Peck & Hale, L.L.C."
Case Type:,"U.S. v. Peck & Hale, LLC",Criminal
Case Violation:,"U.S. v. Peck & Hale, LLC",Bid Rigging
Market:,"U.S. v. Peck & Hale, LLC",Contracts for Military Tiedown Equipment and Cargo Securing Systems
Industry Code:,"U.S. v. Peck & Hale, LLC",Other Aircraft Parts and Auxiliary Equipment Manufacturing
Component:,"U.S. v. Peck & Hale, LLC",Antitrust Division
Case Documents:,"U.S. v. Peck & Hale, LLC",Plea Agreement
Case Documents:,"U.S. v. Peck & Hale, LLC",Criminal Information
Case Open Date:,"U.S. v. Nicholas A. Penachio and Nick Penachio Co., Inc.","Tuesday, February 20, 2001"
Case Name:,"U.S. v. Nicholas A. Penachio and Nick Penachio Co., Inc.","United States v. Nicholas A. Penachio and Nick Penachio Co., Inc."
Case Type:,"U.S. v. Nicholas A. Penachio and Nick Penachio Co., Inc.",Criminal
Case Violation:,"U.S. v. Nicholas A. Penachio and Nick Penachio Co., Inc.",Conspiracy to Commit Mail Fraud
Case Violation:,"U.S. v. Nicholas A. Penachio and Nick Penachio Co., Inc.",Conspiracy to Commit Tax Evasion
Case Violation:,"U.S. v. Nicholas A. Penachio and Nick Penachio Co., Inc.","Customer, Territorial or Market Allocation - Horizontal"
Case Violation:,"U.S. v. Nicholas A. Penachio and Nick Penachio Co., Inc.",Obstruction of Justice
Market:,"U.S. v. Nicholas A. Penachio and Nick Penachio Co., Inc.","FROZEN FOOD, PRODUCE, DAIRY--FOOD BROKERS"
Industry Code:,"U.S. v. Nicholas A. Penachio and Nick Penachio Co., Inc.","Groceries, General Line"
Component:,"U.S. v. Nicholas A. Penachio and Nick Penachio Co., Inc.",Antitrust Division
Case Documents:,"U.S. v. Nicholas A. Penachio and Nick Penachio Co., Inc.",Information
Case Open Date:,"U.S. v. Nicholas A. Penachio; Stuart Libertoff; Alan R. Adelson; Thomas M. Ryan; Arthur Bohrer; William Greenspan; David Salomon; John DiCarlo; Frank H. Russo; Nick Penachio Co., Inc.; Irving Libertoff, Inc.; West Side Foods, Inc.; M & F Meat Products Co.; DiCarlo Distributors, Inc.; and FHR, Inc.","Wednesday, May 31, 2000"
Case Name:,"U.S. v. Nicholas A. Penachio; Stuart Libertoff; Alan R. Adelson; Thomas M. Ryan; Arthur Bohrer; William Greenspan; David Salomon; John DiCarlo; Frank H. Russo; Nick Penachio Co., Inc.; Irving Libertoff, Inc.; West Side Foods, Inc.; M & F Meat Products Co.; DiCarlo Distributors, Inc.; and FHR, Inc.","United States v. Nicholas A. Penachio, et al."
Case Type:,"U.S. v. Nicholas A. Penachio; Stuart Libertoff; Alan R. Adelson; Thomas M. Ryan; Arthur Bohrer; William Greenspan; David Salomon; John DiCarlo; Frank H. Russo; Nick Penachio Co., Inc.; Irving Libertoff, Inc.; West Side Foods, Inc.; M & F Meat Products Co.; DiCarlo Distributors, Inc.; and FHR, Inc.",Criminal
Case Violation:,"U.S. v. Nicholas A. Penachio; Stuart Libertoff; Alan R. Adelson; Thomas M. Ryan; Arthur Bohrer; William Greenspan; David Salomon; John DiCarlo; Frank H. Russo; Nick Penachio Co., Inc.; Irving Libertoff, Inc.; West Side Foods, Inc.; M & F Meat Products Co.; DiCarlo Distributors, Inc.; and FHR, Inc.",Bid Rigging
Case Violation:,"U.S. v. Nicholas A. Penachio; Stuart Libertoff; Alan R. Adelson; Thomas M. Ryan; Arthur Bohrer; William Greenspan; David Salomon; John DiCarlo; Frank H. Russo; Nick Penachio Co., Inc.; Irving Libertoff, Inc.; West Side Foods, Inc.; M & F Meat Products Co.; DiCarlo Distributors, Inc.; and FHR, Inc.",Conspiracy to Defraud United States
Case Violation:,"U.S. v. Nicholas A. Penachio; Stuart Libertoff; Alan R. Adelson; Thomas M. Ryan; Arthur Bohrer; William Greenspan; David Salomon; John DiCarlo; Frank H. Russo; Nick Penachio Co., Inc.; Irving Libertoff, Inc.; West Side Foods, Inc.; M & F Meat Products Co.; DiCarlo Distributors, Inc.; and FHR, Inc.",Obstruction of Justice
Case Violation:,"U.S. v. Nicholas A. Penachio; Stuart Libertoff; Alan R. Adelson; Thomas M. Ryan; Arthur Bohrer; William Greenspan; David Salomon; John DiCarlo; Frank H. Russo; Nick Penachio Co., Inc.; Irving Libertoff, Inc.; West Side Foods, Inc.; M & F Meat Products Co.; DiCarlo Distributors, Inc.; and FHR, Inc.",Tax Evasion
Market:,"U.S. v. Nicholas A. Penachio; Stuart Libertoff; Alan R. Adelson; Thomas M. Ryan; Arthur Bohrer; William Greenspan; David Salomon; John DiCarlo; Frank H. Russo; Nick Penachio Co., Inc.; Irving Libertoff, Inc.; West Side Foods, Inc.; M & F Meat Products Co.; DiCarlo Distributors, Inc.; and FHR, Inc.",FROZEN FOOD AND FRESH PRODUCE
Industry Code:,"U.S. v. Nicholas A. Penachio; Stuart Libertoff; Alan R. Adelson; Thomas M. Ryan; Arthur Bohrer; William Greenspan; David Salomon; John DiCarlo; Frank H. Russo; Nick Penachio Co., Inc.; Irving Libertoff, Inc.; West Side Foods, Inc.; M & F Meat Products Co.; DiCarlo Distributors, Inc.; and FHR, Inc.","Groceries, General Line"
